instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
135.0,2011-01-06,1.0,0.0,1.0,20.0,False,4.0,1.0,8.200000000000001,0.2121,0.51,0.1642,3.0,66.0,69.0
136.0,2011-01-06,1.0,0.0,1.0,21.0,False,4.0,2.0,9.02,0.2121,0.55,0.2239,0.0,48.0,48.0
137.0,2011-01-06,1.0,0.0,1.0,22.0,False,4.0,2.0,9.02,0.2121,0.51,0.2836,1.0,51.0,52.0
138.0,2011-01-06,1.0,0.0,1.0,23.0,False,4.0,2.0,8.200000000000001,0.197,0.59,0.194,4.0,19.0,23.0
139.0,2011-01-07,1.0,0.0,1.0,0.0,False,5.0,2.0,8.200000000000001,0.197,0.64,0.194,4.0,13.0,17.0
140.0,2011-01-07,1.0,0.0,1.0,1.0,False,5.0,2.0,8.200000000000001,0.197,0.69,0.2239,2.0,5.0,7.0
141.0,2011-01-07,1.0,0.0,1.0,2.0,False,5.0,2.0,8.200000000000001,0.197,0.69,0.2239,0.0,1.0,1.0
142.0,2011-01-07,1.0,0.0,1.0,4.0,False,5.0,2.0,8.200000000000001,0.2121,0.69,0.1343,0.0,1.0,1.0
143.0,2011-01-07,1.0,0.0,1.0,5.0,False,5.0,3.0,9.02,0.2727,0.55,0.0,0.0,5.0,5.0
144.0,2011-01-07,1.0,0.0,1.0,6.0,False,5.0,2.0,8.200000000000001,0.2576,0.69,0.0,8.0,26.0,34.0
145.0,2011-01-07,1.0,0.0,1.0,7.0,False,5.0,1.0,8.200000000000001,0.2121,0.69,0.1343,8.0,76.0,84.0
147.0,2011-01-07,1.0,0.0,1.0,9.0,False,5.0,1.0,8.200000000000001,0.1818,0.47,0.2985,9.0,125.0,134.0
150.0,2011-01-07,1.0,0.0,1.0,12.0,False,5.0,2.0,8.200000000000001,0.197,0.37,0.2537,9.0,50.0,59.0
151.0,2011-01-07,1.0,0.0,1.0,13.0,False,5.0,2.0,8.200000000000001,0.1818,0.37,0.2836,9.0,64.0,73.0
152.0,2011-01-07,1.0,0.0,1.0,14.0,False,5.0,2.0,8.200000000000001,0.197,0.4,0.2537,7.0,43.0,50.0
153.0,2011-01-07,1.0,0.0,1.0,15.0,False,5.0,2.0,8.200000000000001,0.2121,0.37,0.1642,9.0,63.0,72.0
154.0,2011-01-07,1.0,0.0,1.0,16.0,False,5.0,2.0,8.200000000000001,0.2121,0.37,0.1642,5.0,82.0,87.0
156.0,2011-01-07,1.0,0.0,1.0,18.0,False,5.0,1.0,8.200000000000001,0.2273,0.4,0.0896,7.0,116.0,123.0
157.0,2011-01-07,1.0,0.0,1.0,19.0,False,5.0,1.0,6.5600000000000005,0.197,0.55,0.0896,3.0,92.0,95.0
158.0,2011-01-07,1.0,0.0,1.0,20.0,False,5.0,1.0,7.38,0.2121,0.47,0.1045,1.0,50.0,51.0
159.0,2011-01-07,1.0,0.0,1.0,21.0,False,5.0,1.0,7.38,0.197,0.47,0.1343,0.0,39.0,39.0
160.0,2011-01-07,1.0,0.0,1.0,22.0,False,5.0,2.0,7.38,0.197,0.43,0.1642,2.0,34.0,36.0
161.0,2011-01-07,1.0,0.0,1.0,23.0,False,5.0,2.0,7.38,0.197,0.51,0.1642,1.0,14.0,15.0
162.0,2011-01-08,1.0,0.0,1.0,0.0,False,6.0,2.0,7.38,0.197,0.51,0.1642,1.0,24.0,25.0
163.0,2011-01-08,1.0,0.0,1.0,1.0,False,6.0,2.0,7.38,0.2121,0.55,0.0896,1.0,15.0,16.0
164.0,2011-01-08,1.0,0.0,1.0,2.0,False,6.0,2.0,7.38,0.2424,0.55,0.0,3.0,13.0,16.0
165.0,2011-01-08,1.0,0.0,1.0,3.0,False,6.0,3.0,7.38,0.197,0.55,0.1642,0.0,7.0,7.0
166.0,2011-01-08,1.0,0.0,1.0,4.0,False,6.0,3.0,7.38,0.197,0.55,0.1642,0.0,1.0,1.0
167.0,2011-01-08,1.0,0.0,1.0,5.0,False,6.0,2.0,6.5600000000000005,0.1667,0.74,0.1642,0.0,5.0,5.0
168.0,2011-01-08,1.0,0.0,1.0,6.0,False,6.0,2.0,6.5600000000000005,0.1667,0.74,0.1642,0.0,2.0,2.0
169.0,2011-01-08,1.0,0.0,1.0,7.0,False,6.0,2.0,6.5600000000000005,0.1818,0.74,0.1045,1.0,8.0,9.0
170.0,2011-01-08,1.0,0.0,1.0,8.0,False,6.0,3.0,6.5600000000000005,0.1818,0.93,0.1045,0.0,15.0,15.0
171.0,2011-01-08,1.0,0.0,1.0,9.0,False,6.0,3.0,6.5600000000000005,0.1818,0.93,0.1045,0.0,20.0,20.0
172.0,2011-01-08,1.0,0.0,1.0,10.0,False,6.0,2.0,7.38,0.197,0.8,0.1642,5.0,56.0,61.0
173.0,2011-01-08,1.0,0.0,1.0,11.0,False,6.0,2.0,8.200000000000001,0.1818,0.69,0.3881,2.0,60.0,62.0
174.0,2011-01-08,1.0,0.0,1.0,12.0,False,6.0,2.0,8.200000000000001,0.1818,0.59,0.3582,8.0,90.0,98.0
175.0,2011-01-08,1.0,0.0,1.0,13.0,False,6.0,1.0,8.200000000000001,0.1818,0.44,0.3284,7.0,95.0,102.0
176.0,2011-01-08,1.0,0.0,1.0,14.0,False,6.0,1.0,8.200000000000001,0.1667,0.32,0.4925,12.0,83.0,95.0
177.0,2011-01-08,1.0,0.0,1.0,15.0,False,6.0,1.0,8.200000000000001,0.1667,0.32,0.4478,5.0,69.0,74.0
178.0,2011-01-08,1.0,0.0,1.0,16.0,False,6.0,1.0,7.38,0.1364,0.29,0.4478,8.0,68.0,76.0
179.0,2011-01-08,1.0,0.0,1.0,17.0,False,6.0,1.0,6.5600000000000005,0.1212,0.37,0.5522,5.0,64.0,69.0
180.0,2011-01-08,1.0,0.0,1.0,18.0,False,6.0,1.0,5.74,0.1212,0.39,0.2985,3.0,52.0,55.0
181.0,2011-01-08,1.0,0.0,1.0,19.0,False,6.0,1.0,5.74,0.1212,0.36,0.2537,4.0,26.0,30.0
182.0,2011-01-08,1.0,0.0,1.0,20.0,False,6.0,1.0,4.92,0.1212,0.36,0.2537,0.0,28.0,28.0
183.0,2011-01-08,1.0,0.0,1.0,21.0,False,6.0,1.0,4.92,0.1061,0.39,0.3582,2.0,35.0,37.0
184.0,2011-01-08,1.0,0.0,1.0,22.0,False,6.0,1.0,4.92,0.1061,0.36,0.3881,1.0,33.0,34.0
185.0,2011-01-08,1.0,0.0,1.0,23.0,False,6.0,1.0,4.1000000000000005,0.0606,0.39,0.4478,0.0,22.0,22.0
186.0,2011-01-09,1.0,0.0,1.0,0.0,False,0.0,1.0,4.1000000000000005,0.0758,0.42,0.3881,1.0,24.0,25.0
187.0,2011-01-09,1.0,0.0,1.0,1.0,False,0.0,1.0,4.1000000000000005,0.0606,0.42,0.4627,0.0,12.0,12.0
188.0,2011-01-09,1.0,0.0,1.0,2.0,False,0.0,1.0,4.1000000000000005,0.0606,0.46,0.4627,0.0,11.0,11.0
189.0,2011-01-09,1.0,0.0,1.0,3.0,False,0.0,1.0,4.1000000000000005,0.0758,0.46,0.4179,0.0,4.0,4.0
190.0,2011-01-09,1.0,0.0,1.0,4.0,False,0.0,1.0,3.2800000000000002,0.0909,0.53,0.194,0.0,1.0,1.0
191.0,2011-01-09,1.0,0.0,1.0,5.0,False,0.0,1.0,3.2800000000000002,0.0909,0.53,0.194,0.0,1.0,1.0
192.0,2011-01-09,1.0,0.0,1.0,6.0,False,0.0,1.0,4.1000000000000005,0.0909,0.49,0.2836,0.0,1.0,1.0
193.0,2011-01-09,1.0,0.0,1.0,7.0,False,0.0,1.0,3.2800000000000002,0.0909,0.53,0.194,1.0,5.0,6.0
194.0,2011-01-09,1.0,0.0,1.0,8.0,False,0.0,1.0,4.1000000000000005,0.0909,0.49,0.2836,0.0,10.0,10.0
195.0,2011-01-09,1.0,0.0,1.0,9.0,False,0.0,1.0,4.92,0.0758,0.46,0.5224,0.0,19.0,19.0
196.0,2011-01-09,1.0,0.0,1.0,10.0,False,0.0,1.0,5.74,0.1061,0.43,0.3881,0.0,49.0,49.0
197.0,2011-01-09,1.0,0.0,1.0,11.0,False,0.0,1.0,6.5600000000000005,0.1212,0.4,0.5224,2.0,47.0,49.0
198.0,2011-01-09,1.0,0.0,1.0,12.0,False,0.0,1.0,7.38,0.1364,0.37,0.4478,4.0,79.0,83.0
199.0,2011-01-09,1.0,0.0,1.0,13.0,False,0.0,1.0,8.200000000000001,0.1667,0.34,0.4478,6.0,69.0,75.0
200.0,2011-01-09,1.0,0.0,1.0,14.0,False,0.0,1.0,9.02,0.1818,0.32,0.4627,8.0,64.0,72.0
201.0,2011-01-09,1.0,0.0,1.0,15.0,False,0.0,1.0,9.02,0.197,0.35,0.3582,5.0,77.0,82.0
203.0,2011-01-09,1.0,0.0,1.0,17.0,False,0.0,1.0,7.38,0.1515,0.37,0.3881,3.0,59.0,62.0
204.0,2011-01-09,1.0,0.0,1.0,18.0,False,0.0,1.0,6.5600000000000005,0.1364,0.4,0.3284,4.0,44.0,48.0
205.0,2011-01-09,1.0,0.0,1.0,19.0,False,0.0,1.0,6.5600000000000005,0.1364,0.43,0.3284,1.0,40.0,41.0
206.0,2011-01-09,1.0,0.0,1.0,20.0,False,0.0,1.0,5.74,0.1212,0.46,0.2537,0.0,38.0,38.0
207.0,2011-01-09,1.0,0.0,1.0,21.0,False,0.0,1.0,5.74,0.1061,0.46,0.4179,1.0,19.0,20.0
208.0,2011-01-09,1.0,0.0,1.0,22.0,False,0.0,1.0,5.74,0.1212,0.46,0.2985,5.0,10.0,15.0
209.0,2011-01-09,1.0,0.0,1.0,23.0,False,0.0,1.0,4.92,0.1364,0.5,0.194,0.0,6.0,6.0
210.0,2011-01-10,1.0,0.0,1.0,0.0,False,1.0,1.0,4.92,0.1212,0.5,0.2836,2.0,3.0,5.0
211.0,2011-01-10,1.0,0.0,1.0,1.0,False,1.0,1.0,4.92,0.1212,0.5,0.2836,1.0,0.0,1.0
212.0,2011-01-10,1.0,0.0,1.0,2.0,False,1.0,1.0,4.92,0.1212,0.5,0.2239,0.0,3.0,3.0
213.0,2011-01-10,1.0,0.0,1.0,3.0,False,1.0,1.0,4.92,0.1212,0.5,0.2239,0.0,1.0,1.0
214.0,2011-01-10,1.0,0.0,1.0,4.0,False,1.0,1.0,4.1000000000000005,0.1212,0.54,0.1343,1.0,2.0,3.0
215.0,2011-01-10,1.0,0.0,1.0,5.0,False,1.0,1.0,4.1000000000000005,0.1061,0.54,0.2537,0.0,3.0,3.0
216.0,2011-01-10,1.0,0.0,1.0,6.0,False,1.0,1.0,4.92,0.1212,0.5,0.2836,0.0,31.0,31.0
217.0,2011-01-10,1.0,0.0,1.0,7.0,False,1.0,1.0,4.92,0.1212,0.5,0.2239,2.0,75.0,77.0
219.0,2011-01-10,1.0,0.0,1.0,9.0,False,1.0,2.0,5.74,0.1212,0.5,0.2537,2.0,92.0,94.0
220.0,2011-01-10,1.0,0.0,1.0,10.0,False,1.0,2.0,5.74,0.1212,0.5,0.2985,0.0,31.0,31.0
221.0,2011-01-10,1.0,0.0,1.0,11.0,False,1.0,2.0,6.5600000000000005,0.1364,0.47,0.2836,2.0,28.0,30.0
222.0,2011-01-10,1.0,0.0,1.0,12.0,False,1.0,2.0,8.200000000000001,0.1818,0.4,0.2836,5.0,47.0,52.0
223.0,2011-01-10,1.0,0.0,1.0,13.0,False,1.0,2.0,8.200000000000001,0.1818,0.4,0.2836,4.0,50.0,54.0
224.0,2011-01-10,1.0,0.0,1.0,14.0,False,1.0,2.0,8.200000000000001,0.197,0.4,0.2239,0.0,47.0,47.0
225.0,2011-01-10,1.0,0.0,1.0,15.0,False,1.0,2.0,8.200000000000001,0.197,0.4,0.2239,2.0,43.0,45.0
226.0,2011-01-10,1.0,0.0,1.0,16.0,False,1.0,1.0,8.200000000000001,0.2121,0.4,0.1343,4.0,70.0,74.0
228.0,2011-01-10,1.0,0.0,1.0,18.0,False,1.0,1.0,8.200000000000001,0.197,0.4,0.2239,1.0,154.0,155.0
229.0,2011-01-10,1.0,0.0,1.0,19.0,False,1.0,1.0,6.5600000000000005,0.1667,0.47,0.1642,3.0,92.0,95.0
230.0,2011-01-10,1.0,0.0,1.0,20.0,False,1.0,1.0,6.5600000000000005,0.1667,0.5,0.1642,1.0,73.0,74.0
231.0,2011-01-10,1.0,0.0,1.0,21.0,False,1.0,1.0,5.74,0.1364,0.59,0.194,1.0,37.0,38.0
232.0,2011-01-10,1.0,0.0,1.0,22.0,False,1.0,1.0,5.74,0.1515,0.59,0.1642,2.0,22.0,24.0
233.0,2011-01-10,1.0,0.0,1.0,23.0,False,1.0,1.0,5.74,0.1515,0.59,0.1642,0.0,18.0,18.0
234.0,2011-01-11,1.0,0.0,1.0,0.0,False,2.0,1.0,5.74,0.1667,0.59,0.1045,2.0,10.0,12.0
235.0,2011-01-11,1.0,0.0,1.0,1.0,False,2.0,1.0,5.74,0.1515,0.59,0.1642,0.0,3.0,3.0
236.0,2011-01-11,1.0,0.0,1.0,2.0,False,2.0,2.0,6.5600000000000005,0.1515,0.55,0.194,0.0,3.0,3.0
237.0,2011-01-11,1.0,0.0,1.0,5.0,False,2.0,2.0,6.5600000000000005,0.1818,0.55,0.1343,0.0,6.0,6.0
238.0,2011-01-11,1.0,0.0,1.0,6.0,False,2.0,2.0,6.5600000000000005,0.1818,0.55,0.1343,0.0,27.0,27.0
239.0,2011-01-11,1.0,0.0,1.0,7.0,False,2.0,2.0,6.5600000000000005,0.2273,0.55,0.0,2.0,97.0,99.0
241.0,2011-01-11,1.0,0.0,1.0,9.0,False,2.0,2.0,7.38,0.197,0.51,0.1642,3.0,127.0,130.0
242.0,2011-01-11,1.0,0.0,1.0,10.0,False,2.0,2.0,8.200000000000001,0.2121,0.51,0.1642,3.0,51.0,54.0
243.0,2011-01-11,1.0,0.0,1.0,11.0,False,2.0,2.0,8.200000000000001,0.2121,0.47,0.1343,4.0,31.0,35.0
244.0,2011-01-11,1.0,0.0,1.0,12.0,False,2.0,2.0,8.200000000000001,0.2273,0.51,0.1045,2.0,55.0,57.0
245.0,2011-01-11,1.0,0.0,1.0,13.0,False,2.0,2.0,8.200000000000001,0.2273,0.59,0.0896,6.0,46.0,52.0
246.0,2011-01-11,1.0,0.0,1.0,14.0,False,2.0,2.0,8.200000000000001,0.2273,0.59,0.0896,3.0,60.0,63.0
247.0,2011-01-11,1.0,0.0,1.0,15.0,False,2.0,2.0,6.5600000000000005,0.197,0.8,0.0896,2.0,45.0,47.0
248.0,2011-01-11,1.0,0.0,1.0,16.0,False,2.0,2.0,6.5600000000000005,0.1515,0.86,0.2239,4.0,72.0,76.0
249.0,2011-01-11,1.0,0.0,1.0,17.0,False,2.0,2.0,6.5600000000000005,0.1515,0.86,0.2239,6.0,130.0,136.0
250.0,2011-01-11,1.0,0.0,1.0,18.0,False,2.0,3.0,6.5600000000000005,0.1818,0.93,0.1045,1.0,94.0,95.0
251.0,2011-01-11,1.0,0.0,1.0,19.0,False,2.0,3.0,6.5600000000000005,0.2273,0.93,0.0,0.0,51.0,51.0
252.0,2011-01-11,1.0,0.0,1.0,20.0,False,2.0,3.0,6.5600000000000005,0.1515,0.93,0.194,0.0,32.0,32.0
253.0,2011-01-11,1.0,0.0,1.0,21.0,False,2.0,3.0,6.5600000000000005,0.197,0.86,0.0896,0.0,20.0,20.0
254.0,2011-01-11,1.0,0.0,1.0,22.0,False,2.0,3.0,6.5600000000000005,0.1818,0.93,0.1045,1.0,28.0,29.0
255.0,2011-01-11,1.0,0.0,1.0,23.0,False,2.0,3.0,6.5600000000000005,0.197,0.93,0.0896,1.0,18.0,19.0
256.0,2011-01-12,1.0,0.0,1.0,0.0,False,3.0,2.0,6.5600000000000005,0.197,0.86,0.0896,0.0,7.0,7.0
257.0,2011-01-12,1.0,0.0,1.0,1.0,False,3.0,2.0,6.5600000000000005,0.1818,0.86,0.1045,0.0,6.0,6.0
258.0,2011-01-12,1.0,0.0,1.0,2.0,False,3.0,1.0,5.74,0.1515,0.86,0.1343,0.0,1.0,1.0
259.0,2011-01-12,1.0,0.0,1.0,5.0,False,3.0,1.0,5.74,0.1515,0.86,0.1642,0.0,5.0,5.0
260.0,2011-01-12,1.0,0.0,1.0,6.0,False,3.0,1.0,4.92,0.1515,0.93,0.1343,0.0,16.0,16.0
261.0,2011-01-12,1.0,0.0,1.0,7.0,False,3.0,1.0,5.74,0.1515,0.69,0.1343,0.0,54.0,54.0
262.0,2011-01-12,1.0,0.0,1.0,8.0,False,3.0,1.0,6.5600000000000005,0.1667,0.59,0.1642,3.0,125.0,128.0
263.0,2011-01-12,1.0,0.0,1.0,9.0,False,3.0,1.0,6.5600000000000005,0.1364,0.59,0.3284,3.0,78.0,81.0
264.0,2011-01-12,1.0,0.0,1.0,10.0,False,3.0,1.0,7.38,0.1818,0.55,0.2239,0.0,39.0,39.0
265.0,2011-01-12,1.0,0.0,1.0,11.0,False,3.0,1.0,8.200000000000001,0.1818,0.51,0.3881,3.0,32.0,35.0
267.0,2011-01-12,1.0,0.0,1.0,13.0,False,3.0,1.0,9.02,0.197,0.44,0.3582,0.0,49.0,49.0
268.0,2011-01-12,1.0,0.0,1.0,14.0,False,3.0,1.0,8.200000000000001,0.1818,0.47,0.3284,0.0,44.0,44.0
269.0,2011-01-12,1.0,0.0,1.0,15.0,False,3.0,1.0,8.200000000000001,0.1667,0.47,0.4179,1.0,48.0,49.0
270.0,2011-01-12,1.0,0.0,1.0,16.0,False,3.0,1.0,9.02,0.197,0.44,0.3284,5.0,63.0,68.0
271.0,2011-01-12,1.0,0.0,1.0,17.0,False,3.0,1.0,8.200000000000001,0.1818,0.47,0.3582,0.0,139.0,139.0
272.0,2011-01-12,1.0,0.0,1.0,18.0,False,3.0,1.0,8.200000000000001,0.1515,0.47,0.5224,2.0,135.0,137.0
273.0,2011-01-12,1.0,0.0,1.0,19.0,False,3.0,1.0,7.38,0.1515,0.47,0.4179,1.0,82.0,83.0
274.0,2011-01-12,1.0,0.0,1.0,20.0,False,3.0,1.0,6.5600000000000005,0.1364,0.5,0.3284,2.0,54.0,56.0
275.0,2011-01-12,1.0,0.0,1.0,21.0,False,3.0,1.0,6.5600000000000005,0.1364,0.55,0.3284,0.0,57.0,57.0
276.0,2011-01-12,1.0,0.0,1.0,22.0,False,3.0,1.0,6.5600000000000005,0.1212,0.55,0.4478,1.0,32.0,33.0
277.0,2011-01-12,1.0,0.0,1.0,23.0,False,3.0,1.0,5.74,0.1061,0.59,0.4179,1.0,19.0,20.0
278.0,2011-01-13,1.0,0.0,1.0,0.0,False,4.0,1.0,5.74,0.1212,0.59,0.2836,1.0,6.0,7.0
279.0,2011-01-13,1.0,0.0,1.0,1.0,False,4.0,1.0,5.74,0.1212,0.5,0.2836,0.0,2.0,2.0
280.0,2011-01-13,1.0,0.0,1.0,2.0,False,4.0,1.0,5.74,0.1212,0.5,0.3582,0.0,2.0,2.0
281.0,2011-01-13,1.0,0.0,1.0,3.0,False,4.0,1.0,5.74,0.1212,0.5,0.3284,0.0,3.0,3.0
282.0,2011-01-13,1.0,0.0,1.0,4.0,False,4.0,1.0,5.74,0.1212,0.5,0.2537,0.0,4.0,4.0
283.0,2011-01-13,1.0,0.0,1.0,5.0,False,4.0,1.0,5.74,0.1212,0.5,0.2985,0.0,3.0,3.0
284.0,2011-01-13,1.0,0.0,1.0,6.0,False,4.0,1.0,4.92,0.1515,0.54,0.1343,0.0,28.0,28.0
285.0,2011-01-13,1.0,0.0,1.0,7.0,False,4.0,1.0,4.92,0.1515,0.54,0.1343,0.0,72.0,72.0
287.0,2011-01-13,1.0,0.0,1.0,9.0,False,4.0,1.0,5.74,0.1212,0.5,0.3284,2.0,137.0,139.0
288.0,2011-01-13,1.0,0.0,1.0,10.0,False,4.0,2.0,6.5600000000000005,0.1364,0.5,0.3582,2.0,36.0,38.0
289.0,2011-01-13,1.0,0.0,1.0,11.0,False,4.0,2.0,8.200000000000001,0.1667,0.44,0.4478,4.0,33.0,37.0
290.0,2011-01-13,1.0,0.0,1.0,12.0,False,4.0,1.0,8.200000000000001,0.1667,0.44,0.4179,3.0,49.0,52.0
291.0,2011-01-13,1.0,0.0,1.0,13.0,False,4.0,1.0,9.02,0.197,0.41,0.4478,2.0,81.0,83.0
292.0,2011-01-13,1.0,0.0,1.0,14.0,False,4.0,1.0,9.02,0.197,0.41,0.3881,3.0,39.0,42.0
293.0,2011-01-13,1.0,0.0,1.0,15.0,False,4.0,1.0,9.84,0.2121,0.38,0.2985,5.0,55.0,60.0
294.0,2011-01-13,1.0,0.0,1.0,16.0,False,4.0,1.0,9.84,0.2121,0.38,0.3582,2.0,76.0,78.0
296.0,2011-01-13,1.0,0.0,1.0,18.0,False,4.0,1.0,8.200000000000001,0.1818,0.4,0.3284,3.0,141.0,144.0
297.0,2011-01-13,1.0,0.0,1.0,19.0,False,4.0,1.0,6.5600000000000005,0.1515,0.47,0.2537,1.0,98.0,99.0
298.0,2011-01-13,1.0,0.0,1.0,20.0,False,4.0,1.0,6.5600000000000005,0.1515,0.47,0.2239,0.0,64.0,64.0
299.0,2011-01-13,1.0,0.0,1.0,21.0,False,4.0,1.0,5.74,0.1212,0.46,0.2985,0.0,40.0,40.0
300.0,2011-01-13,1.0,0.0,1.0,22.0,False,4.0,1.0,5.74,0.1212,0.46,0.3284,0.0,30.0,30.0
301.0,2011-01-13,1.0,0.0,1.0,23.0,False,4.0,1.0,4.92,0.1364,0.5,0.194,1.0,14.0,15.0
302.0,2011-01-14,1.0,0.0,1.0,0.0,False,5.0,1.0,4.92,0.1364,0.5,0.194,0.0,14.0,14.0
303.0,2011-01-14,1.0,0.0,1.0,1.0,False,5.0,1.0,4.1000000000000005,0.1212,0.54,0.1642,0.0,5.0,5.0
304.0,2011-01-14,1.0,0.0,1.0,2.0,False,5.0,1.0,4.1000000000000005,0.1212,0.54,0.1343,0.0,1.0,1.0
305.0,2011-01-14,1.0,0.0,1.0,3.0,False,5.0,1.0,4.1000000000000005,0.1364,0.54,0.1045,0.0,1.0,1.0
